Location,Country,Disease,Species,HealthMap Alert ID,Headline,URL,Issue Date,Alert Tag,Suspected Cases,Suspected Deaths,Confirmed Cases,Confirmed Deaths,Rule Outs,Long,Lat
Liberia,Liberia,Ebola,Humans,3306460,"PRO/MENA> Ebola virus disease - West Africa (03): case counts, CDC",http://promedmail.org/direct.php?id=20150418.3306460,4/18/15 16:05,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3300282,"PRO/AH/EDR> Ebola update (60): WHO updates, UNMEER, WHO advises safe sex, susp.",http://promedmail.org/direct.php?id=20150415.3300282,4/15/15 18:46,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3300282,"PRO/AH/EDR> Ebola update (60): WHO updates, UNMEER, WHO advises safe sex, susp.",http://promedmail.org/direct.php?id=20150415.3300282,4/15/15 18:46,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3300282,"PRO/AH/EDR> Ebola update (60): WHO updates, UNMEER, WHO advises safe sex, susp.",http://promedmail.org/direct.php?id=20150415.3300282,4/15/15 18:46,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3293320,"PRO/AH/EDR> Ebola update (59): WHO, rapid response, monitoring, susp",http://promedmail.org/direct.php?id=20150412.3293320,4/12/15 22:24,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3293320,"PRO/AH/EDR> Ebola update (59): WHO, rapid response, monitoring, susp",http://promedmail.org/direct.php?id=20150412.3293320,4/12/15 22:24,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3293320,"PRO/AH/EDR> Ebola update (59): WHO, rapid response, monitoring, susp",http://promedmail.org/direct.php?id=20150412.3293320,4/12/15 22:24,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3287169,PRO/SOAS> Ebola virus disease (06): rapid diagnostic test,http://promedmail.org/direct.php?id=20150412.3287169,4/12/15 10:33,No Tag,,,,,,-10.94177,10.43821
Guinea,Guinea,Ebola,Humans,3285489,"PRO/AH/EDR> Ebola update (58): WHO update, UNMEER, susp",http://promedmail.org/direct.php?id=20150408.3285489,4/8/15 23:32,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3285489,"PRO/AH/EDR> Ebola update (58): WHO update, UNMEER, susp",http://promedmail.org/direct.php?id=20150408.3285489,4/8/15 23:32,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3285489,"PRO/AH/EDR> Ebola update (58): WHO update, UNMEER, susp",http://promedmail.org/direct.php?id=20150408.3285489,4/8/15 23:32,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3278408,"PRO/AH/EDR> Ebola update (57): UNMEER, susp.",http://promedmail.org/direct.php?id=20150405.3278408,4/5/15 16:28,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3278408,"PRO/AH/EDR> Ebola update (57): UNMEER, susp.",http://promedmail.org/direct.php?id=20150405.3278408,4/5/15 16:28,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3278408,"PRO/AH/EDR> Ebola update (57): UNMEER, susp.",http://promedmail.org/direct.php?id=20150405.3278408,4/5/15 16:28,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3272046,"PRO/SOAS> Ebola virus disease - West Africa (12): WHO update, situation summary",http://promedmail.org/direct.php?id=20150404.3272046,4/4/15 3:12,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3272046,"PRO/SOAS> Ebola virus disease - West Africa (12): WHO update, situation summary",http://promedmail.org/direct.php?id=20150404.3272046,4/4/15 3:12,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3272046,"PRO/SOAS> Ebola virus disease - West Africa (12): WHO update, situation summary",http://promedmail.org/direct.php?id=20150404.3272046,4/4/15 3:12,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3271196,"PRO/AH/EDR> Ebola update (56): WHO update, susp.",http://promedmail.org/direct.php?id=20150401.3271196,4/1/15 20:04,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3271196,"PRO/AH/EDR> Ebola update (56): WHO update, susp.",http://promedmail.org/direct.php?id=20150401.3271196,4/1/15 20:04,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3271196,"PRO/AH/EDR> Ebola update (56): WHO update, susp.",http://promedmail.org/direct.php?id=20150401.3271196,4/1/15 20:04,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3259085,PRO/EAFR> Ebola virus disease - West Africa (12): WHO update,http://promedmail.org/direct.php?id=20150330.3259085,3/30/15 10:07,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3259085,PRO/EAFR> Ebola virus disease - West Africa (12): WHO update,http://promedmail.org/direct.php?id=20150330.3259085,3/30/15 10:07,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3259085,PRO/EAFR> Ebola virus disease - West Africa (12): WHO update,http://promedmail.org/direct.php?id=20150330.3259085,3/30/15 10:07,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3264088,"PRO/AH/EDR> Ebola update (55): vaccines, Liberia, susp",http://promedmail.org/direct.php?id=20150329.3264088,3/29/15 23:35,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3264088,"PRO/AH/EDR> Ebola update (55): vaccines, Liberia, susp",http://promedmail.org/direct.php?id=20150329.3264088,3/29/15 23:35,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3264088,"PRO/AH/EDR> Ebola update (55): vaccines, Liberia, susp",http://promedmail.org/direct.php?id=20150329.3264088,3/29/15 23:35,No Tag,,,,,,-9.30791,6.44809
Liberia,Liberia,Ebola,Humans,3260673,"PRO/AH/EDR> Ebola update (54): WHO, Liberia, UNMEER, vaccines, susp.",http://promedmail.org/direct.php?id=20150327.3260673,3/27/15 23:36,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3232902,"PRO/SOAS> Ebola virus disease - West Africa (11): WHO update, vaccine trial, course",http://promedmail.org/direct.php?id=20150323.3232902,3/23/15 21:49,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3232902,"PRO/SOAS> Ebola virus disease - West Africa (11): WHO update, vaccine trial, course",http://promedmail.org/direct.php?id=20150323.3232902,3/23/15 21:49,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3232902,"PRO/SOAS> Ebola virus disease - West Africa (11): WHO update, vaccine trial, course",http://promedmail.org/direct.php?id=20150323.3232902,3/23/15 21:49,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3246668,"PRO/AH/EDR> Ebola update (52): WHO, Guinea cases, reporting, suiting up, susp",http://promedmail.org/direct.php?id=20150321.3246668,3/21/15 21:38,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3246668,"PRO/AH/EDR> Ebola update (52): WHO, Guinea cases, reporting, suiting up, susp",http://promedmail.org/direct.php?id=20150321.3246668,3/21/15 21:38,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3246668,"PRO/AH/EDR> Ebola update (52): WHO, Guinea cases, reporting, suiting up, susp",http://promedmail.org/direct.php?id=20150321.3246668,3/21/15 21:38,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3237401,"PRO/AH/EDR> Ebola update (50): Guinea, Sierra Leone Internationals exposed, RFI, susp",http://promedmail.org/direct.php?id=20150317.3237401,3/17/15 23:00,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3232265,"PRO/AH/EDR> Ebola update (49): USA ex Sierra Leone, contacts, susp",http://promedmail.org/direct.php?id=20150315.3232265,3/15/15 23:13,No Tag,,,,,,-11.79192,8.56028
Guinea,Guinea,Ebola,Humans,3230520,PRO/EAFR> Ebola virus disease - West Africa (10): WHO update,http://promedmail.org/direct.php?id=20150315.3230520,3/15/15 11:38,No Tag,,,,,,-10.94177,10.43821
Guinea,Guinea,Ebola,Humans,3223515,"PRO/AH/EDR> Ebola update (47): WHO data, WHO sit. rep. WHO panel, measles, susp.",http://promedmail.org/direct.php?id=20150311.3223515,3/11/15 22:10,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3223515,"PRO/AH/EDR> Ebola update (47): WHO data, WHO sit. rep. WHO panel, measles, susp.",http://promedmail.org/direct.php?id=20150311.3223515,3/11/15 22:10,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3223515,"PRO/AH/EDR> Ebola update (47): WHO data, WHO sit. rep. WHO panel, measles, susp.",http://promedmail.org/direct.php?id=20150311.3223515,3/11/15 22:10,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3218217,"PRO/AH/EDR> Ebola update (46): Drug & vaccine trials, sequelae, susp. ",http://promedmail.org/direct.php?id=20150309.3218217,3/9/15 20:45,No Tag,,,,,,-10.94177,10.43821
Liberia,Liberia,Ebola,Humans,3214632,"PRO/AH/EDR> Ebola update (45): WHO, UNMEER report, Liberia, blood test, susp",http://promedmail.org/direct.php?id=20150307.3214632,3/7/15 18:15,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3214495,PRO/EAFR> Ebola virus disease - West Africa (09): WHO update,http://promedmail.org/direct.php?id=20150307.3214495,3/7/15 14:24,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3214495,PRO/EAFR> Ebola virus disease - West Africa (09): WHO update,http://promedmail.org/direct.php?id=20150307.3214495,3/7/15 14:24,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3214495,PRO/EAFR> Ebola virus disease - West Africa (09): WHO update,http://promedmail.org/direct.php?id=20150307.3214495,3/7/15 14:24,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3211818,"PRO/SOAS> Ebola virus disease - West Africa (10): WHO update, vaccine trials",http://promedmail.org/direct.php?id=20150306.3211818,3/6/15 11:54,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3211818,"PRO/SOAS> Ebola virus disease - West Africa (10): WHO update, vaccine trials",http://promedmail.org/direct.php?id=20150306.3211818,3/6/15 11:54,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3211818,"PRO/SOAS> Ebola virus disease - West Africa (10): WHO update, vaccine trials",http://promedmail.org/direct.php?id=20150306.3211818,3/6/15 11:54,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3208645,"PRO/AH/EDR> Ebola update (44): WHO, susp",http://promedmail.org/direct.php?id=20150305.3208645,3/5/15 2:44,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3208645,"PRO/AH/EDR> Ebola update (44): WHO, susp",http://promedmail.org/direct.php?id=20150305.3208645,3/5/15 2:44,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3208645,"PRO/AH/EDR> Ebola update (44): WHO, susp",http://promedmail.org/direct.php?id=20150305.3208645,3/5/15 2:44,No Tag,,,,,,-9.30791,6.44809
Liberia,Liberia,Ebola,Humans,3195500,"PRO/AH/EDR> Ebola update (41): WHO, Liberia clinic, orphanage, strategy, favipiravir, susp",http://promedmail.org/direct.php?id=20150226.3195500,2/26/15 21:51,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3193214,PRO/EAFR> Ebola virus disease - West Africa (08): WHO update,http://promedmail.org/direct.php?id=20150226.3193214,2/26/15 15:11,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3193214,PRO/EAFR> Ebola virus disease - West Africa (08): WHO update,http://promedmail.org/direct.php?id=20150226.3193214,2/26/15 15:11,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3193214,PRO/EAFR> Ebola virus disease - West Africa (08): WHO update,http://promedmail.org/direct.php?id=20150226.3193214,2/26/15 15:11,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3183992,"PRO/SOAS> Ebola virus disease - West Africa (09): WHO, rapid assay",http://promedmail.org/direct.php?id=20150225.3183992,2/25/15 5:49,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3183992,"PRO/SOAS> Ebola virus disease - West Africa (09): WHO, rapid assay",http://promedmail.org/direct.php?id=20150225.3183992,2/25/15 5:49,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3183992,"PRO/SOAS> Ebola virus disease - West Africa (09): WHO, rapid assay",http://promedmail.org/direct.php?id=20150225.3183992,2/25/15 5:49,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3187304,"PRO/AH/EDR> Ebola update (40): Guinea, Liberia, Sierra Leone, other",http://promedmail.org/direct.php?id=20150223.3187304,2/23/15 20:54,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3187304,"PRO/AH/EDR> Ebola update (40): Guinea, Liberia, Sierra Leone, other",http://promedmail.org/direct.php?id=20150223.3187304,2/23/15 20:54,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3187304,"PRO/AH/EDR> Ebola update (40): Guinea, Liberia, Sierra Leone, other",http://promedmail.org/direct.php?id=20150223.3187304,2/23/15 20:54,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3182735,"PRO/AH/EDR> Ebola update (39): WHO, rapid assays, transmission, susp.",http://promedmail.org/direct.php?id=20150221.3182735,2/21/15 19:54,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3182735,"PRO/AH/EDR> Ebola update (39): WHO, rapid assays, transmission, susp.",http://promedmail.org/direct.php?id=20150221.3182735,2/21/15 19:54,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3182735,"PRO/AH/EDR> Ebola update (39): WHO, rapid assays, transmission, susp.",http://promedmail.org/direct.php?id=20150221.3182735,2/21/15 19:54,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3169529,"PRO/SOAS> Ebola virus disease (04): virus survival, evolution, vaccines",http://promedmail.org/direct.php?id=20150219.3169529,2/19/15 23:53,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3169529,"PRO/SOAS> Ebola virus disease (04): virus survival, evolution, vaccines",http://promedmail.org/direct.php?id=20150219.3169529,2/19/15 23:53,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3169529,"PRO/SOAS> Ebola virus disease (04): virus survival, evolution, vaccines",http://promedmail.org/direct.php?id=20150219.3169529,2/19/15 23:53,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3176263,"PRO/AH/EDR> Ebola update (38): WHO, vaccine recommendations, susp",http://promedmail.org/direct.php?id=20150219.3176263,2/19/15 17:26,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3176263,"PRO/AH/EDR> Ebola update (38): WHO, vaccine recommendations, susp",http://promedmail.org/direct.php?id=20150219.3176263,2/19/15 17:26,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3176263,"PRO/AH/EDR> Ebola update (38): WHO, vaccine recommendations, susp",http://promedmail.org/direct.php?id=20150219.3176263,2/19/15 17:26,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3176581,PRO/EAFR> Ebola virus disease - West Africa (07): WHO update,http://promedmail.org/direct.php?id=20150219.3176581,2/19/15 11:05,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3176581,PRO/EAFR> Ebola virus disease - West Africa (07): WHO update,http://promedmail.org/direct.php?id=20150219.3176581,2/19/15 11:05,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3176581,PRO/EAFR> Ebola virus disease - West Africa (07): WHO update,http://promedmail.org/direct.php?id=20150219.3176581,2/19/15 11:05,No Tag,,,,,,-9.30791,6.44809
Liberia,Liberia,Ebola,Humans,3173182,"PRO/AH/EDR> Ebola update (37): WHO statistics, Liberia cases, susp.",http://promedmail.org/direct.php?id=20150217.3173182,2/17/15 23:08,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3161675,"PRO/SOAS> Ebola virus disease - West Africa (08): WHO, drug approved, UK recommendations",http://promedmail.org/direct.php?id=20150216.3161675,2/16/15 3:57,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3161675,"PRO/SOAS> Ebola virus disease - West Africa (08): WHO, drug approved, UK recommendations",http://promedmail.org/direct.php?id=20150216.3161675,2/16/15 3:57,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3161675,"PRO/SOAS> Ebola virus disease - West Africa (08): WHO, drug approved, UK recommendations",http://promedmail.org/direct.php?id=20150216.3161675,2/16/15 3:57,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3167450,"PRO/AH/EDR> Ebola update (35): SL quarantine, Liberia cases, postmortem virus",http://promedmail.org/direct.php?id=20150214.3167450,2/14/15 23:43,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3167450,"PRO/AH/EDR> Ebola update (35): SL quarantine, Liberia cases, postmortem virus",http://promedmail.org/direct.php?id=20150214.3167450,2/14/15 23:43,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3167450,"PRO/AH/EDR> Ebola update (35): SL quarantine, Liberia cases, postmortem virus",http://promedmail.org/direct.php?id=20150214.3167450,2/14/15 23:43,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3158048,"PRO/AH/EDR> Ebola update (34): WHO, Liberia re-emergence, drug approved, vaccines, susp.",http://promedmail.org/direct.php?id=20150211.3158048,2/11/15 16:12,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3158048,"PRO/AH/EDR> Ebola update (34): WHO, Liberia re-emergence, drug approved, vaccines, susp.",http://promedmail.org/direct.php?id=20150211.3158048,2/11/15 16:12,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3158048,"PRO/AH/EDR> Ebola update (34): WHO, Liberia re-emergence, drug approved, vaccines, susp.",http://promedmail.org/direct.php?id=20150211.3158048,2/11/15 16:12,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3152622,"PRO/AH/EDR> Ebola update (33): Sierra Leone, Guinea, child mortality, stethoscopes, susp.",http://promedmail.org/direct.php?id=20150209.3152622,2/9/15 2:42,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3152622,"PRO/AH/EDR> Ebola update (33): Sierra Leone, Guinea, child mortality, stethoscopes, susp.",http://promedmail.org/direct.php?id=20150209.3152622,2/9/15 2:42,No Tag,,,,,,-11.79192,8.56028
Guinea,Guinea,Ebola,Humans,3150873,PRO/EAFR> Ebola virus disease - West Africa (05): WHO update,http://promedmail.org/direct.php?id=20150208.3150873,2/8/15 0:52,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3150873,PRO/EAFR> Ebola virus disease - West Africa (05): WHO update,http://promedmail.org/direct.php?id=20150208.3150873,2/8/15 0:52,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3150873,PRO/EAFR> Ebola virus disease - West Africa (05): WHO update,http://promedmail.org/direct.php?id=20150208.3150873,2/8/15 0:52,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3149458,"PRO/AH/EDR> Ebola update (32): WHO, visor, drug, school, post-Ebola syndrome, susp",http://promedmail.org/direct.php?id=20150207.3149458,2/7/15 5:24,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3149458,"PRO/AH/EDR> Ebola update (32): WHO, visor, drug, school, post-Ebola syndrome, susp",http://promedmail.org/direct.php?id=20150207.3149458,2/7/15 5:24,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3149458,"PRO/AH/EDR> Ebola update (32): WHO, visor, drug, school, post-Ebola syndrome, susp",http://promedmail.org/direct.php?id=20150207.3149458,2/7/15 5:24,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3145516,"PRO/SOAS> Ebola virus disease - West Africa (07): WHO, Liberia vaccine trials",http://promedmail.org/direct.php?id=20150207.3145516,2/7/15 1:50,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3145516,"PRO/SOAS> Ebola virus disease - West Africa (07): WHO, Liberia vaccine trials",http://promedmail.org/direct.php?id=20150207.3145516,2/7/15 1:50,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3145516,"PRO/SOAS> Ebola virus disease - West Africa (07): WHO, Liberia vaccine trials",http://promedmail.org/direct.php?id=20150207.3145516,2/7/15 1:50,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3124674,"PRO/SOAS> Ebola virus disease - West Africa (05): WHO update, MSF highlights gaps",http://promedmail.org/direct.php?id=20150201.3124674,2/1/15 9:47,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3124674,"PRO/SOAS> Ebola virus disease - West Africa (05): WHO update, MSF highlights gaps",http://promedmail.org/direct.php?id=20150201.3124674,2/1/15 9:47,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3124674,"PRO/SOAS> Ebola virus disease - West Africa (05): WHO update, MSF highlights gaps",http://promedmail.org/direct.php?id=20150201.3124674,2/1/15 9:47,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3132797,"PRO/AH/EDR> Ebola update (29): Mali NOT, WHO update, communication, susp.",http://promedmail.org/direct.php?id=20150130.3132797,1/30/15 21:08,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3132797,"PRO/AH/EDR> Ebola update (29): Mali NOT, WHO update, communication, susp.",http://promedmail.org/direct.php?id=20150130.3132797,1/30/15 21:08,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3132797,"PRO/AH/EDR> Ebola update (29): Mali NOT, WHO update, communication, susp.",http://promedmail.org/direct.php?id=20150130.3132797,1/30/15 21:08,No Tag,,,,,,-9.30791,6.44809
Liberia,Liberia,Ebola,Humans,3130051,"PRO/AH/EDR> Ebola update (28): WHO update, Mali (ex Liberia) fatal case, many contacts RFI, susp.",http://promedmail.org/direct.php?id=20150129.3130051,1/29/15 21:36,No Tag,,,,,,-9.30791,6.44809
Liberia,Liberia,Ebola,Humans,3127273,"PRO/AH/EDR> Ebola update (27): WHO update, vaccine trials, susp.",http://promedmail.org/direct.php?id=20150128.3127273,1/28/15 20:15,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3126172,"PRO/MENA> Ebola virus disease - West Africa (02): case counts, CDC",http://promedmail.org/direct.php?id=20150128.3126172,1/28/15 13:39,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3126172,"PRO/MENA> Ebola virus disease - West Africa (02): case counts, CDC",http://promedmail.org/direct.php?id=20150128.3126172,1/28/15 13:39,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3126172,"PRO/MENA> Ebola virus disease - West Africa (02): case counts, CDC",http://promedmail.org/direct.php?id=20150128.3126172,1/28/15 13:39,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3124382,"PRO/AH/EDR> Ebola update (26): WHO update, reforms, immunity, Guinea numbers, susp.",http://promedmail.org/direct.php?id=20150127.3124382,1/27/15 20:46,No Tag,,,,,,-10.94177,10.43821
Guinea,Guinea,Ebola,Humans,3114835,"PRO/AH/EDR> Ebola update (24): WHO update, infections dropping, missing data RFI, susp.",http://promedmail.org/direct.php?id=20150125.3114835,1/25/15 12:37,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3114835,"PRO/AH/EDR> Ebola update (24): WHO update, infections dropping, missing data RFI, susp.",http://promedmail.org/direct.php?id=20150125.3114835,1/25/15 12:37,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3114835,"PRO/AH/EDR> Ebola update (24): WHO update, infections dropping, missing data RFI, susp.",http://promedmail.org/direct.php?id=20150125.3114835,1/25/15 12:37,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3112941,PRO/EAFR> Ebola virus disease - West Africa (03): WHO update,http://promedmail.org/direct.php?id=20150123.3112941,1/23/15 8:47,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3112941,PRO/EAFR> Ebola virus disease - West Africa (03): WHO update,http://promedmail.org/direct.php?id=20150123.3112941,1/23/15 8:47,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3112941,PRO/EAFR> Ebola virus disease - West Africa (03): WHO update,http://promedmail.org/direct.php?id=20150123.3112941,1/23/15 8:47,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3112244,"PRO/AH/EDR> Ebola update (23): WHO update, outbreaks, susp",http://promedmail.org/direct.php?id=20150123.3112244,1/23/15 4:15,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3112244,"PRO/AH/EDR> Ebola update (23): WHO update, outbreaks, susp",http://promedmail.org/direct.php?id=20150123.3112244,1/23/15 4:15,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3112244,"PRO/AH/EDR> Ebola update (23): WHO update, outbreaks, susp",http://promedmail.org/direct.php?id=20150123.3112244,1/23/15 4:15,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3101892,"PRO/SOAS> Ebola virus disease - West Africa (04): WHO, Mali free, Liberia drug trials",http://promedmail.org/direct.php?id=20150121.3101892,1/21/15 7:28,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3101892,"PRO/SOAS> Ebola virus disease - West Africa (04): WHO, Mali free, Liberia drug trials",http://promedmail.org/direct.php?id=20150121.3101892,1/21/15 7:28,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3101892,"PRO/SOAS> Ebola virus disease - West Africa (04): WHO, Mali free, Liberia drug trials",http://promedmail.org/direct.php?id=20150121.3101892,1/21/15 7:28,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3106676,"PRO/AH/EDR> Ebola update (21): WHO update, genetic changes, diagnosing, susp.",http://promedmail.org/direct.php?id=20150120.3106676,1/20/15 23:17,No Tag,,,,,,-10.94177,10.43821
