Date,Country,y,ymin,ymax
2015-11-26,Guinea,0,0,1
2015-12-03,Guinea,0,0,1
2015-12-10,Guinea,0,0,1
2015-11-26,Liberia,0,0,1
2015-12-03,Liberia,0,0,1
2015-12-10,Liberia,0,0,2
2015-11-26,Sierra Leone,6,1.975,11
2015-12-03,Sierra Leone,3,0,9
2015-12-10,Sierra Leone,3,0,8
