Date,Country,y,ymin,ymax
2015-02-05,Guinea,44,30,59
2015-02-12,Guinea,41,27,58
2015-02-19,Guinea,38,23,55
2015-02-05,Liberia,135,108.975,163
2015-02-12,Liberia,136,108,166
2015-02-19,Liberia,134,103,171
2015-02-05,Sierra Leone,164,138,191
2015-02-12,Sierra Leone,144,119,173
2015-02-19,Sierra Leone,128,99,157
