Date,Country,y,ymin,ymax
2015-07-30,Guinea,9,3,17
2015-08-06,Guinea,8,3,16.025
2015-08-13,Guinea,7,2,17
2015-07-30,Liberia,0,0,2
2015-08-06,Liberia,0,0,2
2015-08-13,Liberia,0,0,1
2015-07-30,Sierra Leone,33,21,46
2015-08-06,Sierra Leone,29,17,43
2015-08-13,Sierra Leone,26,14.975,40
