Date,Country,y,ymin,ymax
2014-08-07,Guinea,28,15.975,42
2014-08-14,Guinea,29,16,46
2014-08-21,Guinea,28,14.975,48
2014-08-07,Liberia,286,238,339
2014-08-14,Liberia,458,366.975,565.05
2014-08-21,Liberia,734,553.975,959.05
2014-08-07,Sierra Leone,159,129,194.025
2014-08-14,Sierra Leone,199,157,241.025
2014-08-21,Sierra Leone,243,189.95,304
