Date,Country,y,ymin,ymax
2015-05-07,Guinea,7,2,13
2015-05-14,Guinea,6,2,12
2015-05-21,Guinea,4,1,10
2015-05-07,Liberia,228,193,262
2015-05-14,Liberia,275,230.975,325
2015-05-21,Liberia,306,251.975,367
2015-05-07,Sierra Leone,63,47,81
2015-05-14,Sierra Leone,56,39,75
2015-05-21,Sierra Leone,50,34,69
