Date,Country,y,ymin,ymax
2015-03-19,Guinea,85,65,108
2015-03-26,Guinea,88,64,115
2015-04-02,Guinea,93,65,126
2015-03-19,Liberia,109,85,135
2015-03-26,Liberia,107,81,135
2015-04-02,Liberia,101,75,132
2015-03-19,Sierra Leone,135,111,165
2015-03-26,Sierra Leone,121,95.975,148
2015-04-02,Sierra Leone,113,86,143
