Date,Country,y,ymin,ymax
2015-03-26,Guinea,64,48,84.025
2015-04-02,Guinea,61,43,84
2015-04-09,Guinea,61,40,85
2015-03-26,Liberia,93,73,118
2015-04-02,Liberia,83,63,106
2015-04-09,Liberia,80,56.975,107
2015-03-26,Sierra Leone,101,81,123.025
2015-04-02,Sierra Leone,87,66,110
2015-04-09,Sierra Leone,79,56,102
