Date,Country,y,ymin,ymax
2015-05-28,Guinea,11,5,19
2015-06-04,Guinea,9,3,17
2015-06-11,Guinea,7,2,16
2015-05-28,Liberia,49,35,65
2015-06-04,Liberia,37,24,52
2015-06-11,Liberia,32,19,48
2015-05-28,Sierra Leone,73,55,92
2015-06-04,Sierra Leone,66,47,87.025
2015-06-11,Sierra Leone,61,41,84
