Date,Country,y,ymin,ymax
2015-10-15,Guinea,0,0,2
2015-10-22,Guinea,0,0,2
2015-10-29,Guinea,0,0,2
2015-10-15,Liberia,0,0,1
2015-10-22,Liberia,0,0,1.02499999999998
2015-10-29,Liberia,0,0,2
2015-10-15,Sierra Leone,46,32,63
2015-10-22,Sierra Leone,43,28,60
2015-10-29,Sierra Leone,42,26,62
