Date,Country,y,ymin,ymax
2015-06-11,Guinea,11,5,19
2015-06-18,Guinea,9,3,18
2015-06-25,Guinea,8,2,17
2015-06-11,Liberia,8,3,14
2015-06-18,Liberia,4,0,10
2015-06-25,Liberia,3,0,8.02499999999998
2015-06-11,Sierra Leone,91,70,115
2015-06-18,Sierra Leone,88,66,113.025
2015-06-25,Sierra Leone,89,63,117
