Date,Country,y,ymin,ymax
2014-07-17,Guinea,4,0,10
2014-07-24,Guinea,3,0,8
2014-07-31,Guinea,3,0,8
2014-07-17,Liberia,60,41,83
2014-07-24,Liberia,80,51,118
2014-07-31,Liberia,111,64.975,173
2014-07-17,Sierra Leone,132.5,105,164
2014-07-24,Sierra Leone,168,127.95,218.025
2014-07-31,Sierra Leone,222,164.975,305
