Date,Country,y,ymin,ymax
2015-08-20,Guinea,1,0,5
2015-08-27,Guinea,1,0,4
2015-09-03,Guinea,0,0,3
2015-08-20,Liberia,0,0,1
2015-08-27,Liberia,0,0,1
2015-09-03,Liberia,0,0,1.02499999999998
2015-08-20,Sierra Leone,42,29,58
2015-08-27,Sierra Leone,37,23,52
2015-09-03,Sierra Leone,33,19,50
