Date,Country,y,ymin,ymax
2015-04-02,Guinea,58,43,77
2015-04-09,Guinea,55,39,76
2015-04-16,Guinea,54,36.975,77.025
2015-04-02,Liberia,88,68.975,109
2015-04-09,Liberia,91,69.975,115
2015-04-16,Liberia,87,63,114
2015-04-02,Sierra Leone,100,79,123
2015-04-09,Sierra Leone,91,69.975,114
2015-04-16,Sierra Leone,84,62,107
