Date,Country,y,ymin,ymax
2015-04-23,Guinea,27,17,40
2015-04-30,Guinea,23,13,36
2015-05-07,Guinea,21,11,35
2015-04-23,Liberia,186,155,218
2015-04-30,Liberia,228,189,269
2015-05-07,Liberia,250,201.975,309.05
2015-04-23,Sierra Leone,68,51,87.025
2015-04-30,Sierra Leone,58,41.975,76
2015-05-07,Sierra Leone,51,34,72
