Date,Country,y,ymin,ymax
2015-08-27,Guinea,2,0,6
2015-09-03,Guinea,1,0,5
2015-09-10,Guinea,1,0,4
2015-08-27,Liberia,0,0,1
2015-09-03,Liberia,0,0,1
2015-09-10,Liberia,0,0,1
2015-08-27,Sierra Leone,41,29,59
2015-09-03,Sierra Leone,37,24,54
2015-09-10,Sierra Leone,35,21,53
