Date,Country,y,ymin,ymax
2015-05-14,Guinea,6,2,12
2015-05-21,Guinea,4.5,1,10.025
2015-05-28,Guinea,4,0,9
2015-05-14,Liberia,172,143.975,207
2015-05-21,Liberia,168,136,203
2015-05-28,Liberia,174,134,217
2015-05-14,Sierra Leone,69,51,87
2015-05-21,Sierra Leone,62,44,81
2015-05-28,Sierra Leone,58,41,80
