Date,Country,y,ymin,ymax
2014-10-09,Guinea,173,141,204.025
2014-10-16,Guinea,200,158.975,243
2014-10-23,Guinea,233,179.975,291
2014-10-09,Liberia,499,445.975,550.025
2014-10-16,Liberia,495,439,562
2014-10-23,Liberia,529,460,607
2014-10-09,Sierra Leone,620.5,564,681.025
2014-10-16,Sierra Leone,778,692,865.025
2014-10-23,Sierra Leone,968,849,1104.05
