Date,Country,y,ymin,ymax
2014-09-11,Guinea,163,130,197.025
2014-09-18,Guinea,214,167.975,269.025
2014-09-25,Guinea,287,211.975,376
2014-09-11,Liberia,522,465.975,580.025
2014-09-18,Liberia,633,557.975,713.025
2014-09-25,Liberia,784,676.975,901
2014-09-11,Sierra Leone,245.5,207,285
2014-09-18,Sierra Leone,288,238.975,344
2014-09-25,Sierra Leone,336,273,409
