Date,Country,y,ymin,ymax
2014-07-24,Guinea,2,0,6
2014-07-31,Guinea,2,0,6
2014-08-07,Guinea,1,0,5
2014-07-24,Liberia,69,48,93
2014-07-31,Liberia,91,61.975,130
2014-08-07,Liberia,123,78,193.05
2014-07-24,Sierra Leone,80,60,101
2014-07-31,Sierra Leone,84,61,110.025
2014-08-07,Sierra Leone,96,66,132.025
