Date,Country,y,ymin,ymax
2015-07-09,Guinea,18,9,28
2015-07-16,Guinea,17,8,28
2015-07-23,Guinea,16,7,30
2015-07-09,Liberia,0,0,1
2015-07-16,Liberia,0,0,1
2015-07-23,Liberia,0,0,0
2015-07-09,Sierra Leone,47,32,63.025
2015-07-16,Sierra Leone,40,27,56
2015-07-23,Sierra Leone,37,22.975,55
