Date,Country,y,ymin,ymax
2014-10-23,Guinea,145,119,174.025
2014-10-30,Guinea,155,122.975,192
2014-11-06,Guinea,166,129,211.025
2014-10-23,Liberia,379.5,338.975,426.025
2014-10-30,Liberia,394,348,448
2014-11-06,Liberia,404,351.975,465.025
2014-10-23,Sierra Leone,576.5,522,641
2014-10-30,Sierra Leone,635,562.975,709.025
2014-11-06,Sierra Leone,727,634,835.125
