Date,Country,y,ymin,ymax
2015-01-15,Guinea,59,42.975,75
2015-01-22,Guinea,48,33,65
2015-01-29,Guinea,43,27.975,61.025
2015-01-15,Liberia,111,89,134
2015-01-22,Liberia,104,83.975,128.025
2015-01-29,Liberia,94,72,118
2015-01-15,Sierra Leone,342.5,300,385.025
2015-01-22,Sierra Leone,307,263.975,350.025
2015-01-29,Sierra Leone,289,245.975,339.025
