Date,Country,y,ymin,ymax
2016-01-28,Guinea,0,0,1
2016-02-04,Guinea,0,0,2
2016-02-11,Guinea,0,0,2
2016-01-28,Liberia,0,0,0
2016-02-04,Liberia,0,0,0
2016-02-11,Liberia,0,0,0
2016-01-28,Sierra Leone,0,0,0
2016-02-04,Sierra Leone,0,0,0
2016-02-11,Sierra Leone,0,0,0
