Date,Country,y,ymin,ymax
2014-08-28,Guinea,92,69,122
2014-09-04,Guinea,117,84,159
2014-09-11,Guinea,154,103,224
2014-08-28,Liberia,479,422.975,538.025
2014-09-04,Liberia,647,556,747.025
2014-09-11,Liberia,879,745,1046.025
2014-08-28,Sierra Leone,127,102.975,156
2014-09-04,Sierra Leone,136,106.975,171
2014-09-11,Sierra Leone,145,108,187.025
