Date,Country,y,ymin,ymax
2014-12-04,Guinea,87,69,108.025
2014-12-11,Guinea,79,59,103.025
2014-12-18,Guinea,74,51,102.025
2014-12-04,Liberia,382,339,426.025
2014-12-11,Liberia,375,326.95,426.025
2014-12-18,Liberia,373,322,430
2014-12-04,Sierra Leone,639,579,700.025
2014-12-11,Sierra Leone,670,599.975,738.025
2014-12-18,Sierra Leone,704,623.95,785.025
