Date,Country,y,ymin,ymax
2014-07-10,Guinea,8,3,15
2014-07-17,Guinea,7,2,14
2014-07-24,Guinea,6,1,15
2014-07-10,Liberia,78,53,108
2014-07-17,Liberia,119,74.975,189
2014-07-24,Liberia,198,108.975,350.025
2014-07-10,Sierra Leone,130,101,161
2014-07-17,Sierra Leone,181,135.975,234.025
2014-07-24,Sierra Leone,256,181.975,355.025
