Date,Country,y,ymin,ymax
2014-07-31,Guinea,12,5,21.025
2014-08-07,Guinea,14,6,24
2014-08-14,Guinea,13,5,24
2014-07-31,Liberia,127,99,158
2014-08-07,Liberia,192,144,249.025
2014-08-14,Liberia,281,202,381.05
2014-07-31,Sierra Leone,104,81,128
2014-08-07,Sierra Leone,116,87,147
2014-08-14,Sierra Leone,133,95.975,177
