Date,Country,y,ymin,ymax
2015-02-26,Guinea,49,34,67
2015-03-05,Guinea,46,31,64
2015-03-12,Guinea,42,26,61
2015-02-26,Liberia,190,158,223
2015-03-05,Liberia,198,164,238.025
2015-03-12,Liberia,207,166,252.025
2015-02-26,Sierra Leone,116,92.975,138
2015-03-05,Sierra Leone,104,82,128
2015-03-12,Sierra Leone,89,68,113
