Date,Country,y,ymin,ymax
2014-08-14,Guinea,29,17,44
2014-08-21,Guinea,30,18,48.025
2014-08-28,Guinea,31,16,52
2014-08-14,Liberia,347,300,404.025
2014-08-21,Liberia,532,445,630.025
2014-08-28,Liberia,800,643,991.05
2014-08-14,Sierra Leone,147,119,181.025
2014-08-21,Sierra Leone,167,132,207.025
2014-08-28,Sierra Leone,189,149,249
