Date,Country,y,ymin,ymax
2014-12-18,Guinea,110,87,137
2014-12-25,Guinea,110,85,138.025
2015-01-01,Guinea,109,80,140.025
2014-12-18,Liberia,130,108,156.025
2014-12-25,Liberia,104,81,128
2015-01-01,Liberia,96,72,122
2014-12-18,Sierra Leone,475,429,520.025
2014-12-25,Sierra Leone,434,387,486
2015-01-01,Sierra Leone,400,348,452.025
