Date,Country,y,ymin,ymax
2015-08-06,Guinea,7,2,13
2015-08-13,Guinea,6,1,13
2015-08-20,Guinea,6,1,14
2015-08-06,Liberia,0,0,2
2015-08-13,Liberia,0,0,2
2015-08-20,Liberia,0,0,2
2015-08-06,Sierra Leone,67.5,51,87
2015-08-13,Sierra Leone,64,46,86.025
2015-08-20,Sierra Leone,62,43,89
