Date,Country,y,ymin,ymax
2014-11-06,Guinea,109,87,132
2014-11-13,Guinea,109,85,136
2014-11-20,Guinea,109.5,81,143
2014-11-06,Liberia,709,650,775
2014-11-13,Liberia,799,723.95,876.025
2014-11-20,Liberia,871,776,967.025
2014-11-06,Sierra Leone,944,869.95,1024.025
2014-11-13,Sierra Leone,996,910.95,1098
2014-11-20,Sierra Leone,1145,1019.925,1265.025
