Date,Country,y,ymin,ymax
2015-12-24,Guinea,0,0,2
2015-12-31,Guinea,0,0,2
2016-01-07,Guinea,0,0,2
2015-12-24,Liberia,0,0,0
2015-12-31,Liberia,0,0,0
2016-01-07,Liberia,0,0,0
2015-12-24,Sierra Leone,0,0,0
2015-12-31,Sierra Leone,0,0,0
2016-01-07,Sierra Leone,0,0,0
