Date,Country,y,ymin,ymax
2015-12-31,Guinea,0,0,1
2016-01-07,Guinea,0,0,2
2016-01-14,Guinea,0,0,2
2015-12-31,Liberia,0,0,0
2016-01-07,Liberia,0,0,0
2016-01-14,Liberia,0,0,0
2015-12-31,Sierra Leone,0,0,0
2016-01-07,Sierra Leone,0,0,0
2016-01-14,Sierra Leone,0,0,0
