Date,Country,y,ymin,ymax
2015-04-09,Guinea,39,26,54
2015-04-16,Guinea,34,21,49
2015-04-23,Guinea,32,18,48.025
2015-04-09,Liberia,124,101,149
2015-04-16,Liberia,126,99.975,156.025
2015-04-23,Liberia,124,95.975,157
2015-04-09,Sierra Leone,119,95,146
2015-04-16,Sierra Leone,113,88,139
2015-04-23,Sierra Leone,108,80,138
