Date,Country,y,ymin,ymax
2014-07-03,Guinea,16,8,25
2014-07-10,Guinea,13,6,23
2014-07-17,Guinea,13,5,23
2014-07-03,Liberia,118,79,168.025
2014-07-10,Liberia,285,169,471
2014-07-17,Liberia,683,349.975,1349.15
2014-07-03,Sierra Leone,110,82,141
2014-07-10,Sierra Leone,159.5,112,217
2014-07-17,Sierra Leone,237.5,156.95,340
