Date,Country,y,ymin,ymax
2015-10-22,Guinea,0,0,1
2015-10-29,Guinea,0,0,1
2015-11-05,Guinea,0,0,1
2015-10-22,Liberia,0,0,1
2015-10-29,Liberia,0,0,1
2015-11-05,Liberia,0,0,2
2015-10-22,Sierra Leone,30,20,43
2015-10-29,Sierra Leone,26,15,38
2015-11-05,Sierra Leone,24,12,38
