Date,Country,y,ymin,ymax
2014-11-13,Guinea,136,108,162.025
2014-11-20,Guinea,144,116.975,175
2014-11-27,Guinea,151,116,189
2014-11-13,Liberia,819,751.975,890.025
2014-11-20,Liberia,887,812.975,974.025
2014-11-27,Liberia,945,850.975,1049.1
2014-11-13,Sierra Leone,430,385,480.025
2014-11-20,Sierra Leone,381,333.975,435
2014-11-27,Sierra Leone,388,334.975,448.05
