Date,Country,y,ymin,ymax
2014-10-16,Guinea,155,125,187.025
2014-10-23,Guinea,164,130,203
2014-10-30,Guinea,181,139.975,231.025
2014-10-16,Liberia,382,339,429
2014-10-23,Liberia,372,324,425
2014-10-30,Liberia,374,321,441
2014-10-16,Sierra Leone,657,596,725.025
2014-10-23,Sierra Leone,781,692,866
2014-10-30,Sierra Leone,949,819.975,1062.025
