Date,Country,y,ymin,ymax
2014-11-27,Guinea,132,106,159
2014-12-04,Guinea,133,104,162
2014-12-11,Guinea,133,103,169
2014-11-27,Liberia,334,294,377
2014-12-04,Liberia,291,251,333
2014-12-11,Liberia,271,229,317.025
2014-11-27,Sierra Leone,528,476,578.025
2014-12-04,Sierra Leone,540,481.975,595
2014-12-11,Sierra Leone,551.5,486,626
