Date,Country,y,ymin,ymax
2015-11-12,Guinea,0,0,1
2015-11-19,Guinea,0,0,1
2015-11-26,Guinea,0,0,1
2015-11-12,Liberia,0,0,1
2015-11-19,Liberia,0,0,2
2015-11-26,Liberia,0,0,2
2015-11-12,Sierra Leone,28,17,41
2015-11-19,Sierra Leone,24,14,37
2015-11-26,Sierra Leone,21,11,36
