Date,Country,y,ymin,ymax
2014-09-18,Guinea,136,111,165
2014-09-25,Guinea,156,121,198.025
2014-10-02,Guinea,190,141,242.025
2014-09-18,Liberia,520.5,466,575.025
2014-09-25,Liberia,599,531,674
2014-10-02,Liberia,710,613.975,817
2014-09-18,Sierra Leone,246,210,287
2014-09-25,Sierra Leone,271.5,226.975,319
2014-10-02,Sierra Leone,306,246.95,370.025
