Date,Country,y,ymin,ymax
2014-06-26,Guinea,29,18,43
2014-07-03,Guinea,28,15,45
2014-07-10,Guinea,29,14.975,50
2014-06-26,Liberia,13,5,24
2014-07-03,Liberia,23,8.975,49
2014-07-10,Liberia,33,10,85.025
2014-06-26,Sierra Leone,101,74,132
2014-07-03,Sierra Leone,159.5,109,225.025
2014-07-10,Sierra Leone,257,163.975,400
