Date,Country,y,ymin,ymax
2015-07-02,Guinea,23,13,35
2015-07-09,Guinea,24,13,38
2015-07-16,Guinea,26,13,43
2015-07-02,Liberia,0,0,0
2015-07-09,Liberia,0,0,0
2015-07-16,Liberia,0,0,0
2015-07-02,Sierra Leone,70,52,91
2015-07-09,Sierra Leone,65,46,86
2015-07-16,Sierra Leone,62,43.975,86
