Date,Country,y,ymin,ymax
2015-11-05,Guinea,0,0,1
2015-11-12,Guinea,0,0,1
2015-11-19,Guinea,0,0,1
2015-11-05,Liberia,0,0,1
2015-11-12,Liberia,0,0,1
2015-11-19,Liberia,0,0,1
2015-11-05,Sierra Leone,29,19,44
2015-11-12,Sierra Leone,27,15,39.025
2015-11-19,Sierra Leone,24,13.975,39
