Date,Country,y,ymin,ymax
2015-06-25,Guinea,26,15,39
2015-07-02,Guinea,31,18,47
2015-07-09,Guinea,35,19,57
2015-06-25,Liberia,0,0,1
2015-07-02,Liberia,0,0,0
2015-07-09,Liberia,0,0,0
2015-06-25,Sierra Leone,82,62.975,102
2015-07-02,Sierra Leone,79,58,103
2015-07-09,Sierra Leone,78,55,106
