Date,Country,y,ymin,ymax
2015-09-17,Guinea,0,0,3
2015-09-24,Guinea,0,0,2
2015-10-01,Guinea,0,0,2
2015-09-17,Liberia,0,0,1
2015-09-24,Liberia,0,0,1
2015-10-01,Liberia,0,0,1
2015-09-17,Sierra Leone,70,52,93
2015-09-24,Sierra Leone,75,55,101
2015-10-01,Sierra Leone,80,55,107
