Date,Country,y,ymin,ymax
2015-12-10,Guinea,0,0,2
2015-12-17,Guinea,0,0,1
2015-12-24,Guinea,0,0,2
2015-12-10,Liberia,0,0,1
2015-12-17,Liberia,0,0,0
2015-12-24,Liberia,0,0,0
2015-12-10,Sierra Leone,1,0,3
2015-12-17,Sierra Leone,0,0,2
2015-12-24,Sierra Leone,0,0,2
