Date,Country,y,ymin,ymax
2015-03-12,Guinea,58,41,76
2015-03-19,Guinea,56,39,77.025
2015-03-26,Guinea,55,37,77
2015-03-12,Liberia,76,57.975,97
2015-03-19,Liberia,64,46,83.025
2015-03-26,Liberia,57,39.975,78
2015-03-12,Sierra Leone,147,121,175
2015-03-19,Sierra Leone,134,110,164
2015-03-26,Sierra Leone,125,96,159
