Date,Country,y,ymin,ymax
2015-05-21,Guinea,12,5,21
2015-05-28,Guinea,11,5,20
2015-06-04,Guinea,10,3,18.025
2015-05-21,Liberia,111,88,136
2015-05-28,Liberia,100.5,77,126
2015-06-04,Liberia,98,72,129.025
2015-05-21,Sierra Leone,78,58.975,99
2015-05-28,Sierra Leone,77,57,100
2015-06-04,Sierra Leone,74,54,100
