Date,Country,y,ymin,ymax
2015-04-16,Guinea,32,20,46
2015-04-23,Guinea,29,17,43
2015-04-30,Guinea,26,14,41.025
2015-04-16,Liberia,127,104,154
2015-04-23,Liberia,148,117,180.025
2015-04-30,Liberia,148,116,188
2015-04-16,Sierra Leone,98,79,119.025
2015-04-23,Sierra Leone,87,65,112
2015-04-30,Sierra Leone,83,61.975,111
