Date,Country,y,ymin,ymax
2014-08-21,Guinea,70,50,94
2014-08-28,Guinea,95,66,133
2014-09-04,Guinea,125,81.975,184
2014-08-21,Liberia,399,352,452
2014-08-28,Liberia,557,475.95,641
2014-09-04,Liberia,777,644.975,930
2014-08-21,Sierra Leone,132,106,160
2014-08-28,Sierra Leone,141,113,179
2014-09-04,Sierra Leone,154,119,197
